Customer_ID,Age,Gender,Marital_Status,Education_Level,Region,District/Location,Occupation,Monthly_Income,Savings_Balance,Loan_Amount,Loan_Term_Months,Loan_Purpose,Collateral_Type,Guarantor_Relationship,Dependents,Business_Experience_Years,Past_Defaults,Previous_Loans,Credit_History_Length,Employment_Status,House_Ownership,Loan_to_Income_Ratio,Savings_to_Income_Ratio,Debt_to_Income_Ratio,Credit_Score_Internal,Late_Payments_PastYear,Other_Debts,Mobile_Money_Transactions,Bank_Account,Financial_Literacy_Level,Community_Reputation,Loan_Officer_ID,Branch_ID,Application_Channel,Seasonality_Factor,Missed_Meetings,Default_Status
CUST-001727,28,Male,Married,JHS,Ashanti,Kumasi Metro,Trader,50,50.0,500,6,Education,Land,None,5,0,0,No,3.0,Unemployed,Own,10.0,1.0,12.82,615,3,141,4,No,Low,Good,LO_052,CapeCoast-07,Walk-in,0.79,0,No
CUST-001728,38,Male,Married,JHS,Greater Accra,Ga South,Trader,100,351.0,500,6,Education,Land,None,2,0,0,Yes,2.0,Unemployed,Own,5.0,3.51,5.0,736,0,0,21,No,Low,Good,LO_027,Sekondi-05,Walk-in,0.78,0,No
CUST-001729,18,Female,Single,Primary,Central,Komenda-Edina-Eguafo-Abirem,Artisan,50,71.0,500,3,Education,Guarantor,Sibling,0,0,0,No,,Casual,Own,10.0,1.42,10.3,625,1,15,14,No,Low,Good,LO_006,CapeCoast-07,Agent,1.05,1,No
CUST-001730,67,Male,Married,JHS,Ashanti,Ahafo Ano North,Transport Operator,8039,1571.0,29625,24,Housing,Land,None,1,26,0,Yes,3.0,Self-Employed,Own,3.69,0.2,3.69,748,2,0,5000,Yes,Medium,Average,LO_042,Sekondi-05,Walk-in,1.06,0,Yes
CUST-001731,58,Female,Widowed,Primary,Northern,Tamale Metro,Artisan,2614,767.0,7554,6,Trading,None,None,0,14,1,Yes,6.0,Salaried,Family,2.89,0.29,3.63,607,3,1928,4224,No,Medium,Poor,LO_059,Accra-01,Walk-in,1.15,0,Yes
CUST-001732,38,Male,Married,SHS,Central,Cape Coast,Transport Operator,5571,9409.0,30684,24,Transport,Land,Friend,0,17,2,Yes,7.0,Self-Employed,Family,5.51,1.69,5.51,618,2,0,5000,Yes,Medium,Poor,LO_035,Ho-04,Walk-in,1.09,1,Yes
CUST-001733,35,Male,Married,Tertiary,Ashanti,Kumasi Metro,Civil Servant,3702,227.0,9953,12,Farming,None,None,2,15,0,Yes,3.0,Salaried,Rent,2.69,0.06,3.21,717,3,1915,1528,No,Medium,Good,LO_056,Bolga-08,Walk-in,1.19,0,Yes
CUST-001734,29,Male,Married,JHS,Ashanti,Ejisu,Artisan,494,235.0,500,12,Housing,None,None,1,2,1,Yes,4.0,Self-Employed,Own,1.01,0.48,1.81,629,1,393,0,No,Low,Average,LO_039,Accra-01,Walk-in,0.75,0,No
CUST-001735,34,Female,Married,Primary,Central,Komenda-Edina-Eguafo-Abirem,Trader,464,338.0,500,6,Education,None,None,1,0,0,No,3.0,Casual,Rent,1.08,0.73,1.08,727,0,0,484,Yes,Low,Good,LO_028,Koforidua-06,Mobile,0.85,1,No
CUST-001736,33,Female,Single,JHS,Central,Twifo-Atii,Artisan,3318,86.0,20172,24,Farming,Land,Friend,1,10,0,Yes,4.0,Salaried,Rent,6.08,0.03,6.08,679,1,0,2943,No,Low,Good,LO_023,CapeCoast-07,Walk-in,0.81,1,No
CUST-001737,26,Male,Married,Primary,Central,Cape Coast,Trader,3529,510.0,14084,24,Medical,None,None,4,2,0,No,2.0,Salaried,Rent,3.99,0.14,3.99,739,0,0,1785,Yes,High,Good,LO_005,Ho-04,Mobile,0.88,1,No
CUST-001738,46,Male,Divorced,JHS,Upper East,Talensi,Farmer,73,35.0,500,6,Farming,Land,None,1,19,0,Yes,8.0,Self-Employed,Rent,6.85,0.48,7.67,670,0,60,120,No,Medium,Good,LO_035,Ho-04,Walk-in,1.22,1,No
CUST-001739,20,Male,Single,SHS,Volta,North Tongu,Civil Servant,6090,1108.0,44152,36,Education,Land,None,1,0,0,No,6.0,Salaried,Rent,7.25,0.18,7.25,739,2,0,5000,Yes,Low,Good,LO_053,Kumasi-02,Mobile,0.75,0,No
CUST-001740,36,Male,Single,SHS,Greater Accra,Tema,Transport Operator,7507,1980.0,12915,24,Trading,None,None,1,8,0,Yes,4.0,Salaried,Rent,1.72,0.26,1.72,812,0,0,5000,Yes,High,Good,LO_052,CapeCoast-07,Walk-in,0.85,1,No
CUST-001741,33,Female,Married,SHS,Ashanti,Ejisu,Civil Servant,4170,2139.0,6060,24,Others,Land,None,3,7,0,No,3.0,Salaried,Rent,1.45,0.51,1.53,764,1,312,342,No,Medium,Good,LO_018,CapeCoast-07,Mobile,0.91,1,No
CUST-001742,28,Female,Married,JHS,Northern,Tamale Metro,Artisan,1414,687.0,3465,12,Farming,Vehicle,None,1,3,0,No,7.0,Salaried,Family,2.45,0.49,2.45,715,1,0,1078,No,Medium,Good,LO_036,Sekondi-05,Walk-in,1.09,1,No
CUST-001743,26,Female,Married,Primary,Ashanti,Kumasi Metro,Artisan,7441,3369.0,9344,24,Trading,Land,None,2,2,1,Yes,6.0,Salaried,Rent,1.26,0.45,2.95,649,4,12574,2129,Yes,Low,Poor,LO_004,Koforidua-06,Walk-in,0.75,0,No
CUST-001744,30,Female,Single,JHS,Greater Accra,Ga South,Transport Operator,5394,812.0,32171,36,Medical,None,None,2,6,0,Yes,5.0,Salaried,Family,5.96,0.15,5.96,723,2,0,5000,Yes,Medium,Good,LO_059,Ho-04,Referral,0.94,0,No
CUST-001745,31,Female,Single,Primary,Greater Accra,Tema,Transport Operator,10496,2205.0,95055,24,Others,Vehicle,Parent,0,5,0,Yes,7.0,Salaried,Family,9.06,0.21,9.06,758,2,0,0,Yes,Low,Good,LO_016,Kumasi-02,Mobile,1.19,0,No
CUST-001746,19,Female,Single,JHS,Central,Komenda-Edina-Eguafo-Abirem,Transport Operator,899,350.0,500,6,Transport,Vehicle,None,0,0,1,Yes,5.0,Self-Employed,Own,0.56,0.39,0.56,589,3,0,1171,Yes,High,Poor,LO_028,Accra-01,Walk-in,0.81,0,Yes
CUST-001747,30,Female,Married,Primary,Eastern,Koforidua,Trader,3208,1364.0,15341,12,Others,Guarantor,Parent,0,6,1,Yes,3.0,Salaried,Rent,4.78,0.43,5.24,650,1,1459,1481,Yes,Low,Average,LO_025,Koforidua-06,Walk-in,0.71,1,No
CUST-001748,27,Male,Married,SHS,Ashanti,Kumasi Metro,Civil Servant,6961,1069.0,61343,36,Housing,Land,Parent,1,3,0,Yes,3.0,Salaried,Rent,8.81,0.15,8.81,707,2,0,57,Yes,High,Good,LO_040,Koforidua-06,Mobile,1.0,1,Yes
CUST-001749,39,Male,Married,JHS,Upper East,Bolgatanga,Transport Operator,5673,1373.0,3703,12,Transport,None,None,4,12,0,No,7.0,Self-Employed,Own,0.65,0.24,0.65,796,0,0,5000,No,Medium,Good,LO_044,Sekondi-05,Mobile,1.01,0,No
CUST-001750,57,Male,Single,JHS,Northern,Tamale Metro,Transport Operator,1624,1022.0,2477,6,Transport,None,None,0,16,0,No,4.0,Self-Employed,Rent,1.53,0.63,1.53,707,2,0,1896,No,Medium,Average,LO_029,Ho-04,Mobile,1.06,0,No
CUST-001751,46,Male,Married,JHS,Ashanti,Ahafo Ano North,Trader,8921,3188.0,500,12,Housing,None,None,0,16,0,Yes,5.0,Salaried,Rent,0.06,0.36,0.06,835,1,0,5000,Yes,Low,Good,LO_033,Sekondi-05,Walk-in,1.19,0,No
CUST-001752,52,Female,Married,JHS,Northern,Yendi,Artisan,610,50.0,500,3,Medical,Livestock,None,2,14,0,Yes,1.0,Self-Employed,Rent,0.82,0.08,0.82,672,1,0,723,No,Low,Good,LO_027,Bolga-08,Mobile,1.07,1,No
CUST-001753,61,Male,Divorced,JHS,Volta,Ho Municipal,Farmer,490,69.0,2008,12,Others,Livestock,None,0,16,1,Yes,5.0,Self-Employed,Family,4.1,0.14,4.1,572,1,0,0,No,Medium,Average,LO_026,CapeCoast-07,Agent,1.16,0,No
CUST-001754,38,Male,Single,JHS,Volta,Ho Municipal,Trader,590,50.0,500,3,Education,Guarantor,Friend,0,0,1,Yes,7.0,Unemployed,Family,0.85,0.08,0.85,592,3,0,498,No,Medium,Average,LO_008,Ho-04,Walk-in,0.74,1,No
CUST-001755,25,Male,Single,SHS,Upper East,Bolgatanga,Trader,50,50.0,500,6,Education,Vehicle,None,0,0,0,Yes,2.0,Unemployed,Rent,10.0,1.0,10.0,643,4,0,26,No,Medium,Good,LO_043,Koforidua-06,Mobile,1.04,0,Yes
CUST-001756,26,Male,Married,JHS,Greater Accra,Accra Metro,Artisan,728,418.0,2922,6,Farming,None,None,0,2,0,No,4.0,Self-Employed,Family,4.01,0.57,4.38,673,1,266,505,No,Low,Good,LO_028,Kumasi-02,Mobile,1.01,0,No
CUST-001757,47,Female,Married,Primary,Ashanti,Asokore Mampong,Artisan,381,183.0,500,3,Education,Vehicle,None,2,0,0,Yes,6.0,Unemployed,Own,1.31,0.48,1.31,731,0,0,0,No,Medium,Good,LO_045,Kumasi-02,Agent,1.16,0,No
CUST-001758,50,Female,Married,JHS,Western,Sekondi-Takoradi,Trader,3831,1293.0,18322,12,Trading,None,None,3,9,0,No,3.0,Self-Employed,Family,4.78,0.34,6.32,672,0,5896,3624,Yes,Medium,Good,LO_035,Accra-01,Walk-in,0.92,1,No
CUST-001759,44,Female,Single,JHS,Central,Assin North,Transport Operator,5010,3141.0,42369,36,Transport,Vehicle,None,1,8,0,Yes,3.0,Self-Employed,Own,8.46,0.63,11.47,668,1,15120,915,Yes,Low,Good,LO_052,CapeCoast-07,Mobile,1.03,0,Yes
CUST-001760,23,Male,Single,Tertiary,Ashanti,Ejisu,Civil Servant,3387,233.0,9105,12,Transport,Land,None,0,5,0,Yes,2.0,Salaried,Family,2.69,0.07,3.91,672,0,4141,1744,Yes,Medium,Good,LO_004,Kumasi-02,Walk-in,1.11,0,No
CUST-001761,28,Female,Married,JHS,Greater Accra,Accra Metro,Trader,399,50.0,500,12,Education,None,None,3,0,0,Yes,4.0,Unemployed,Own,1.25,0.13,1.76,644,2,201,427,No,Low,Good,LO_054,CapeCoast-07,Walk-in,1.18,1,No
CUST-001762,26,Male,Single,JHS,Western,Ellembelle,Transport Operator,2134,266.0,10247,12,Transport,Guarantor,Friend,0,4,0,Yes,7.0,Self-Employed,Family,4.8,0.12,4.8,734,0,0,0,No,Medium,Good,LO_017,Accra-01,Walk-in,0.72,0,No
CUST-001763,43,Female,Married,SHS,Greater Accra,Ga South,Artisan,993,766.0,2336,12,Others,Guarantor,Friend,1,8,0,No,5.0,Self-Employed,Own,2.35,0.77,2.35,725,0,0,0,No,Low,Good,LO_013,Bolga-08,Walk-in,1.19,0,No
CUST-001764,42,Male,Single,JHS,Ashanti,Kumasi Metro,Artisan,1119,208.0,500,6,Farming,Land,None,1,11,0,Yes,4.0,Self-Employed,Rent,0.45,0.19,2.36,680,0,2138,0,No,Medium,Good,LO_024,Kumasi-02,Mobile,1.02,0,No
CUST-001765,38,Male,Married,SHS,Western,Ellembelle,Trader,897,50.0,4763,6,Others,Guarantor,Friend,0,13,0,No,3.0,Self-Employed,Rent,5.31,0.06,7.13,652,0,1635,2258,No,Medium,Good,LO_027,Sekondi-05,Walk-in,0.83,0,No
CUST-001766,46,Male,Married,Primary,Ashanti,Kumasi Metro,Artisan,2030,285.0,1927,3,Farming,Guarantor,Friend,0,14,0,No,2.0,Self-Employed,Family,0.95,0.14,3.25,706,0,4663,1797,Yes,Low,Good,LO_052,Ho-04,Walk-in,1.07,2,No
CUST-001767,70,Male,Single,None,Western,Ellembelle,Trader,6178,116.0,7511,12,Housing,Vehicle,None,1,25,0,No,4.0,Salaried,Rent,1.22,0.02,1.22,761,1,0,5000,Yes,Medium,Good,LO_020,Koforidua-06,Mobile,0.76,1,No
CUST-001768,41,Female,Widowed,Tertiary,Ashanti,Asokore Mampong,Healthcare Worker,3834,598.0,20453,12,Trading,Land,None,1,13,0,No,5.0,Salaried,Own,5.33,0.16,5.33,696,6,0,0,No,High,Average,LO_043,Tamale-03,Mobile,0.98,0,No
CUST-001769,39,Male,Married,SHS,Ashanti,Ejisu,Trader,4618,895.0,1123,12,Housing,None,None,2,5,0,No,1.0,Salaried,Rent,0.24,0.19,0.24,754,0,0,0,Yes,Medium,Average,LO_006,Accra-01,Agent,0.9,0,No
CUST-001770,63,Male,Married,SHS,Ashanti,Ejisu,Transport Operator,819,50.0,1836,3,Trading,Guarantor,Sibling,4,18,0,Yes,4.0,Self-Employed,Family,2.24,0.06,2.27,681,1,22,0,No,Medium,Good,LO_032,Koforidua-06,Walk-in,1.06,1,No
CUST-001771,58,Male,Married,JHS,Ashanti,Asokore Mampong,Transport Operator,1396,331.0,4984,12,Others,Guarantor,Sibling,0,17,0,Yes,3.0,Salaried,Own,3.57,0.24,4.1,654,3,745,499,No,Medium,Average,LO_056,Ho-04,Walk-in,0.98,0,No
CUST-001772,39,Female,Married,Primary,Greater Accra,Accra Metro,Trader,5166,625.0,37713,24,Transport,Land,None,1,14,1,Yes,3.0,Self-Employed,Own,7.3,0.12,8.74,602,2,7444,4622,No,Low,Average,LO_041,CapeCoast-07,Walk-in,0.78,0,No
CUST-001773,55,Male,Single,JHS,Volta,North Tongu,Artisan,1730,801.0,9862,12,Medical,None,None,2,19,0,Yes,4.0,Self-Employed,Rent,5.7,0.46,6.62,669,0,1589,85,No,Medium,Good,LO_006,CapeCoast-07,Mobile,0.84,0,No
CUST-001774,39,Female,Married,JHS,Ashanti,Ejisu,Artisan,1432,521.0,500,12,Medical,Guarantor,Sibling,4,9,0,No,4.0,Self-Employed,Rent,0.35,0.36,0.35,764,0,0,1021,No,Medium,Good,LO_043,Bolga-08,Agent,0.75,0,No
CUST-001775,38,Female,Married,SHS,Northern,Yendi,Trader,422,59.0,1516,6,Education,None,None,1,0,0,No,7.0,Unemployed,Own,3.59,0.14,3.59,680,0,0,19,No,Medium,Good,LO_037,Accra-01,Agent,1.02,0,No
CUST-001776,30,Male,Single,SHS,Northern,Gushegu,Civil Servant,4882,2873.0,500,12,Farming,Guarantor,Spouse,4,4,1,Yes,5.0,Salaried,Own,0.1,0.59,2.61,685,4,12239,5000,No,High,Average,LO_033,Kumasi-02,Mobile,1.16,1,No
CUST-001777,68,Male,Married,JHS,Western,Ellembelle,Trader,2918,169.0,19822,12,Farming,None,None,1,19,0,No,3.0,Self-Employed,Rent,6.79,0.06,9.41,613,1,7642,0,Yes,Medium,Average,LO_006,Sekondi-05,Walk-in,1.19,0,No
CUST-001778,36,Male,Married,JHS,Ashanti,Ejisu,Transport Operator,1337,658.0,5944,12,Transport,Guarantor,Sibling,2,9,0,Yes,4.0,Self-Employed,Rent,4.45,0.49,6.25,666,1,2414,0,No,Low,Good,LO_001,CapeCoast-07,Walk-in,0.73,0,Yes
CUST-001779,39,Female,Married,SHS,Western,Ellembelle,Transport Operator,732,84.0,500,6,Education,Vehicle,None,6,0,0,No,5.0,Unemployed,Own,0.68,0.11,2.1,726,0,1038,817,No,Low,Good,LO_039,Koforidua-06,Walk-in,1.11,1,No
CUST-001780,36,Male,Married,JHS,Western,Ellembelle,Transport Operator,1117,222.0,500,12,Transport,None,None,3,8,0,Yes,4.0,Self-Employed,Rent,0.45,0.2,0.45,699,1,0,0,No,Medium,Good,LO_033,Bolga-08,Walk-in,1.09,1,No
CUST-001781,37,Male,Single,Primary,Upper East,Bolgatanga,Farmer,10459,4549.0,29084,6,Farming,Vehicle,None,1,6,1,Yes,3.0,Salaried,Family,2.78,0.43,4.52,717,3,18158,1699,No,Medium,Good,LO_048,Koforidua-06,Mobile,1.19,1,No
CUST-001782,35,Female,Widowed,Primary,Greater Accra,Accra Metro,Trader,1699,50.0,3972,12,Transport,Guarantor,Friend,1,7,2,No,1.0,Salaried,Own,2.34,0.03,2.34,527,0,0,1559,No,Low,Poor,LO_044,Ho-04,Mobile,1.02,2,No
CUST-001783,38,Female,Married,Primary,Greater Accra,Tema,Trader,3948,251.0,11272,12,Farming,None,Spouse,0,11,0,Yes,3.0,Self-Employed,Family,2.86,0.06,2.86,744,1,0,1251,No,Low,Average,LO_060,Tamale-03,Agent,0.87,1,No
CUST-001784,32,Male,Married,JHS,Upper East,Talensi,Trader,535,482.0,500,12,Education,Guarantor,Sibling,3,0,1,Yes,2.0,Unemployed,Rent,0.93,0.9,0.93,660,2,0,395,Yes,Low,Average,LO_024,Ho-04,Referral,0.76,2,No
CUST-001785,21,Female,Widowed,None,Greater Accra,Tema,Trader,5281,819.0,10916,24,Trading,Land,Spouse,1,0,0,No,,Self-Employed,Family,2.07,0.16,2.07,768,0,0,5000,No,Low,Good,LO_035,CapeCoast-07,Referral,0.84,1,No
CUST-001786,47,Male,Married,JHS,Central,Assin North,Trader,697,126.0,2996,12,Education,Guarantor,Parent,1,0,0,Yes,4.0,Casual,Own,4.3,0.18,4.3,722,2,0,196,No,Medium,Good,LO_044,Sekondi-05,Agent,1.09,1,Yes
CUST-001787,44,Male,Single,SHS,Upper East,Bolgatanga,Civil Servant,12140,1503.0,64155,24,Farming,Guarantor,Spouse,4,8,0,No,7.0,Salaried,Family,5.28,0.12,5.33,793,0,523,0,No,Low,Good,LO_048,Koforidua-06,Walk-in,0.76,0,No
CUST-001788,57,Male,Married,JHS,Eastern,New Juaben,Artisan,109,50.0,500,6,Education,Livestock,None,4,0,2,Yes,1.0,Unemployed,Family,4.59,0.46,6.46,432,5,204,0,No,Low,Poor,LO_024,Tamale-03,Walk-in,0.72,0,No
CUST-001789,46,Female,Married,JHS,Northern,Tamale Metro,Artisan,3762,498.0,22384,12,Others,Land,None,2,15,0,No,1.0,Salaried,Family,5.95,0.13,5.95,702,1,0,0,Yes,Medium,Good,LO_005,Accra-01,Walk-in,1.2,0,Yes
CUST-001790,40,Male,Married,None,Greater Accra,Ga South,Trader,6498,2003.0,49830,36,Education,Land,Parent,3,8,0,No,4.0,Salaried,Rent,7.67,0.31,7.67,704,0,0,499,Yes,Low,Average,LO_021,Tamale-03,Walk-in,0.9,1,No
CUST-001791,42,Female,Married,Primary,Greater Accra,Accra Metro,Transport Operator,1404,768.0,500,6,Transport,None,None,1,5,0,No,3.0,Self-Employed,Rent,0.36,0.55,0.36,709,1,0,1268,No,Low,Average,LO_004,Accra-01,Mobile,0.73,0,No
CUST-001792,47,Female,Single,SHS,Ashanti,Ejisu,Artisan,1684,1260.0,500,6,Medical,Guarantor,Spouse,2,15,0,Yes,7.0,Self-Employed,Rent,0.3,0.75,0.3,736,2,0,688,No,Medium,Good,LO_003,CapeCoast-07,Referral,1.09,2,No
CUST-001793,44,Male,Single,SHS,Eastern,New Juaben,Trader,2371,1026.0,500,3,Housing,Land,None,1,13,1,Yes,3.0,Self-Employed,Own,0.21,0.43,0.21,675,1,0,2235,No,Medium,Average,LO_034,Kumasi-02,Walk-in,0.96,0,No
CUST-001794,41,Female,Single,JHS,Central,Komenda-Edina-Eguafo-Abirem,Trader,3115,971.0,7034,6,Transport,Livestock,None,1,14,0,No,4.0,Salaried,Own,2.26,0.31,2.26,738,0,0,0,Yes,Low,Good,LO_049,Kumasi-02,Mobile,0.76,0,No
CUST-001795,53,Male,Married,JHS,Northern,Savelugu,Trader,50,148.0,500,12,Education,Land,None,3,0,0,No,3.0,Casual,Own,10.0,2.96,11.3,645,3,65,0,No,Medium,Good,LO_032,Ho-04,Agent,1.02,0,Yes
CUST-001796,40,Female,Married,SHS,Central,Assin North,Artisan,108,50.0,500,12,Education,None,None,1,0,0,No,4.0,Casual,Own,4.63,0.46,4.63,690,1,0,123,No,Low,Good,LO_034,CapeCoast-07,Mobile,1.08,0,No
CUST-001797,23,Female,Married,JHS,Greater Accra,Tema,Artisan,1565,363.0,4894,6,Medical,None,None,4,2,0,Yes,6.0,Self-Employed,Family,3.13,0.23,3.13,695,1,0,1144,No,Medium,Good,LO_008,Sekondi-05,Walk-in,0.96,2,No
CUST-001798,56,Male,Married,JHS,Northern,Savelugu,Farmer,348,50.0,1590,12,Education,Guarantor,Spouse,3,0,1,Yes,5.0,Casual,Own,4.57,0.14,4.57,571,1,0,311,No,Medium,Poor,LO_049,Kumasi-02,Walk-in,0.88,2,No
CUST-001799,18,Male,Single,JHS,Greater Accra,Ga South,Trader,2173,683.0,5737,12,Housing,Land,None,2,0,0,No,,Salaried,Rent,2.64,0.31,2.64,714,0,0,0,Yes,Low,Good,LO_018,Accra-01,Walk-in,0.99,0,No
CUST-001800,42,Male,Divorced,SHS,Central,Twifo-Atii,Transport Operator,4440,142.0,22339,24,Transport,Guarantor,Spouse,0,6,0,No,1.0,Self-Employed,Own,5.03,0.03,5.03,700,2,0,0,Yes,Medium,Good,LO_020,Koforidua-06,Mobile,1.06,0,Yes
CUST-001801,59,Male,Divorced,SHS,Greater Accra,Ga South,Artisan,1566,393.0,3341,12,Housing,Guarantor,Friend,2,17,0,Yes,4.0,Self-Employed,Rent,2.13,0.25,5.41,673,0,5126,0,Yes,Medium,Good,LO_007,Kumasi-02,Walk-in,0.95,0,No
CUST-001802,38,Male,Single,Primary,Ashanti,Asokore Mampong,Transport Operator,5324,401.0,23016,24,Trading,Land,Sibling,0,12,0,Yes,5.0,Self-Employed,Rent,4.32,0.08,4.32,757,0,0,2877,No,Low,Good,LO_047,Koforidua-06,Walk-in,1.09,1,No
CUST-001803,33,Male,Married,Primary,Upper East,Bongo,Trader,2972,81.0,3514,12,Others,Guarantor,Friend,0,8,0,Yes,5.0,Salaried,Family,1.18,0.03,1.65,697,4,1386,0,Yes,Medium,Good,LO_022,CapeCoast-07,Walk-in,1.1,1,No
CUST-001804,30,Female,Single,SHS,Northern,Savelugu,Trader,5268,1235.0,28563,24,Transport,Vehicle,None,0,5,1,Yes,3.0,Self-Employed,Own,5.42,0.23,6.72,632,1,6816,5000,No,Medium,Good,LO_012,Kumasi-02,Agent,0.7,1,No
CUST-001805,27,Male,Married,JHS,Greater Accra,Tema,Artisan,1689,494.0,3962,12,Farming,None,None,6,5,0,No,4.0,Self-Employed,Own,2.35,0.29,2.35,706,0,0,1013,No,Low,Good,LO_049,Accra-01,Walk-in,0.86,1,No
CUST-001806,53,Female,Married,Primary,Eastern,New Juaben,Artisan,265,50.0,500,12,Education,Vehicle,None,3,0,1,Yes,3.0,Unemployed,Rent,1.89,0.19,1.89,589,3,0,28,No,Low,Average,LO_013,Koforidua-06,Walk-in,1.09,2,No
CUST-001807,43,Female,Married,SHS,Volta,North Tongu,Artisan,1518,334.0,500,6,Transport,Vehicle,None,1,11,0,Yes,3.0,Self-Employed,Own,0.33,0.22,0.33,715,1,0,909,No,Low,Good,LO_022,Koforidua-06,Referral,1.04,1,No
CUST-001808,28,Male,Married,JHS,Greater Accra,Accra Metro,Transport Operator,2694,1679.0,23644,24,Housing,Guarantor,Sibling,1,5,0,Yes,2.0,Salaried,Rent,8.78,0.62,8.78,700,3,0,4156,No,Medium,Good,LO_051,Koforidua-06,Walk-in,1.08,1,Yes
CUST-001809,31,Female,Married,SHS,Ashanti,Asokore Mampong,Artisan,2236,735.0,6149,12,Others,Guarantor,Friend,2,7,1,Yes,7.0,Self-Employed,Rent,2.75,0.33,2.82,627,2,156,3432,No,Medium,Average,LO_047,Accra-01,Walk-in,1.04,1,No
CUST-001810,32,Male,Single,SHS,Greater Accra,Ga South,Artisan,2431,567.0,10771,12,Housing,Guarantor,Spouse,1,7,0,Yes,3.0,Self-Employed,Rent,4.43,0.23,8.61,622,0,10161,1769,No,Medium,Good,LO_045,Koforidua-06,Mobile,1.04,0,No
CUST-001811,42,Male,Divorced,Primary,Greater Accra,Ga South,Trader,1686,290.0,8497,12,Medical,Guarantor,Parent,1,10,0,Yes,3.0,Salaried,Rent,5.04,0.17,6.12,644,4,1825,297,No,Low,Good,LO_039,Koforidua-06,Walk-in,1.2,0,Yes
CUST-001812,47,Female,Married,Tertiary,Upper East,Bolgatanga,Healthcare Worker,2825,805.0,7199,12,Others,Vehicle,None,1,7,0,Yes,1.0,Salaried,Rent,2.55,0.28,2.55,707,1,0,3070,No,Medium,Good,LO_012,Tamale-03,Walk-in,0.85,0,No
CUST-001813,36,Male,Divorced,JHS,Central,Assin North,Trader,4277,50.0,500,12,Trading,Guarantor,Spouse,1,11,0,Yes,4.0,Salaried,Family,0.12,0.01,1.04,720,2,3949,3689,Yes,Medium,Good,LO_060,CapeCoast-07,Mobile,0.81,0,Yes
CUST-001814,41,Female,Married,Tertiary,Central,Twifo-Atii,Healthcare Worker,5807,1084.0,29826,24,Education,Land,None,2,10,0,No,3.0,Salaried,Family,5.14,0.19,5.81,739,0,3902,5000,No,High,Good,LO_037,Ho-04,Walk-in,0.8,0,No
CUST-001815,22,Female,Single,SHS,Central,Assin North,Transport Operator,3001,721.0,98772,36,Transport,Vehicle,None,0,2,0,No,5.0,Self-Employed,Own,32.91,0.24,32.91,529,3,0,0,No,Medium,Average,LO_034,Kumasi-02,Referral,0.95,1,No
CUST-001816,34,Female,Single,JHS,Volta,Ho Municipal,Transport Operator,5168,1543.0,35429,24,Trading,Land,None,0,12,0,No,6.0,Self-Employed,Rent,6.86,0.3,6.86,718,1,0,3571,No,Medium,Good,LO_053,Tamale-03,Referral,1.18,1,No
CUST-001817,70,Female,Married,Primary,Eastern,New Juaben,Artisan,314,190.0,500,12,Education,None,None,1,0,0,Yes,3.0,Casual,Own,1.59,0.61,1.59,701,1,0,288,No,Medium,Average,LO_003,Bolga-08,Referral,0.72,1,No
CUST-001818,66,Female,Married,SHS,Eastern,Abuakwa North,Teacher,113,221.0,500,12,Education,None,None,0,0,0,No,1.0,Casual,Rent,4.42,1.96,6.65,678,0,252,16,No,Low,Average,LO_021,Kumasi-02,Walk-in,0.78,0,No
CUST-001819,44,Male,Single,SHS,Western,Sekondi-Takoradi,Civil Servant,8285,1733.0,15372,24,Trading,None,None,2,9,0,Yes,5.0,Salaried,Family,1.86,0.21,4.12,813,0,18781,5000,No,Medium,Average,LO_048,Kumasi-02,Agent,0.86,2,No
CUST-001820,35,Male,Married,JHS,Western,Ellembelle,Transport Operator,4838,501.0,29086,24,Farming,Land,None,2,12,2,Yes,2.0,Salaried,Family,6.01,0.1,8.11,515,2,10169,3742,Yes,Medium,Poor,LO_015,CapeCoast-07,Walk-in,1.11,2,No
CUST-001821,33,Female,Married,Primary,Greater Accra,Tema,Transport Operator,2856,289.0,500,3,Education,Land,None,3,3,0,No,1.0,Self-Employed,Rent,0.18,0.1,0.18,738,4,0,0,No,Low,Good,LO_058,Ho-04,Walk-in,1.17,1,Yes
CUST-001822,26,Male,Married,SHS,Upper East,Bongo,Artisan,394,50.0,951,3,Medical,Guarantor,Parent,1,4,0,Yes,2.0,Self-Employed,Own,2.41,0.13,4.6,610,4,860,84,No,High,Average,LO_039,Kumasi-02,Mobile,1.01,0,No
CUST-001823,40,Male,Married,SHS,Central,Cape Coast,Artisan,2383,364.0,7539,12,Farming,Vehicle,None,3,11,0,Yes,7.0,Self-Employed,Family,3.16,0.15,3.16,711,0,0,195,No,High,Good,LO_046,Koforidua-06,Walk-in,0.73,1,No
CUST-001824,31,Male,Single,Tertiary,Ashanti,Asokore Mampong,Trader - Wholesale,11529,1903.0,36870,36,Medical,Vehicle,Friend,0,8,1,Yes,6.0,Self-Employed,Family,3.2,0.17,3.2,727,4,0,4436,Yes,High,Average,LO_016,CapeCoast-07,Agent,0.86,0,No
CUST-001825,25,Female,Married,None,Upper East,Bolgatanga,Farmer,382,,500,6,Farming,Livestock,None,6,5,0,Yes,5.0,Self-Employed,Family,1.31,,2.26,670,0,365,384,No,Medium,Good,LO_038,Kumasi-02,Walk-in,1.21,0,No
